employee_id,employee_name,department,job_title,store_id,manager_id,joining_date,employment_status,city,salary
17771,Dennis Ball,Customer Service,Customer Service Rep,23108,6144.0,2017-03-22,Active,Christinetown,90383.51
21588,Alyssa Montgomery,Management,Sales Executive,19193,18095.0,2021-02-07,Active,South Erika,77618.35
17375,Karen Black,Sales,Stock Clerk,15636,11917.0,2022-06-13,Active,Daughertybury,46552.37
19511,Hannah Mora,Management,Merchandiser,2072,205.0,2019-06-25,Active,New Jeffrey,62294.91
16494,Michael Anderson,Front End,Department Lead,9729,11358.0,2017-11-28,Active,East Jennifer,73505.99
5967,Ashley Garcia,Management,Merchandiser,23857,1910.0,2025-09-12,Active,Lake Juliehaven,40803.49
3785,Catherine Henderson,Sales,Merchandiser,22826,2197.0,2025-10-27,Active,Thomasmouth,73542.95
4375,Maria Duarte,Management,Sales Executive,3784,3166.0,2018-01-19,On Leave,Priceburgh,90370.04
16561,Sydney Arnold,Management,Sales Executive,19578,9378.0,2022-02-07,Active.,Michellemouth,38854.38
18777,Kathleen Singh,Stockroom,Loss Prevention Officer,18782,5457.0,2022-11-07,Active,Smithchester,44524.52
11197,Anne Gonzalez DDS,Customer Service,Assistant Manager,27705,10349.0,2022-01-23,Active,Port Christopher,22760.07
7041,Patrick Williams,Front End,Merchandiser,25180,1206.0,2021-06-04,Active,New Megan,41107.41
5312,Patricia Mcgrath,Sales,Department Lead,28578,2705.0,2019-09-06,Active,North Markchester,85368.23
14665,Alexis Montgomery,Management,Loss Prevention Officer,464,8490.0,2024-06-25,Active,Port Amy,94760.71
22692,Gary Peterson,Customer Service,Cashier,2893,6413.0,2018-11-19,Active,Lake Randyfort,79585.39
3228,Jeffrey Hall,Management,Merchandiser,1705,1279.0,2020-01-15,Active,Michaelland,22785.59
30035,Mrs. Anna Ellis MD,Stockroom,Customer Service Rep,14921,25382.0,2023-02-13,Active,South Samuelburgh,51719.61
13293,Johnathan White,Customer Service,Customer Service Rep,5391,11084.0,2016-07-10,Active,South Gail,51612.7
27420,Heidi Kelly,Loss Prevention,Merchandiser,1046,2988.0,2023-06-29,Active,Richmondberg,66033.96
26134,Robert Wilkinson,Loss Prevention,Customer Service Rep,11342,19172.0,2017-06-02,Active,New Heather,23759.73
25747,Danielle Mack,Sales,Sales Executive,17556,10953.0,11/11/2015,Active,Marcusmouth,33465.2
3305,Jon Simon,Front End,Stock Clerk,3730,498.0,2016-12-22,ACTIVE,Lake Rebeccaville,69481.43
29436,Francisco Rhodes,Management,Merchandiser,16479,23311.0,2023-10-19,On Leave,East Emily,57758.54
10649,Sara Dixon,Stockroom,Department Lead,15857,1113.0,26/01/2026,Active,Lake Charles,56118.85
12633,Carrie Morales,Loss Prevention,Assistant Manager,9830,835.0,2025-03-19,Active,South Matthew,33286.23
12559,Alexandria Howard,Management,Merchandiser,112,4305.0,2021-06-26,Terminated,Humphreyshire,20594.84
6551,Lisa Williams,Customer Service,Assistant Manager,21833,5008.0,14/07/2020,Active,North Cody,78801.12
21502,Ryan Harris,Sales,Cashier,5310,4859.0,2015-01-04,Active,Port Gloria,69241.69
22165,Aaron Flores,Loss Prevention,Cashier,24388,11698.0,,Active,New Mark,25928.34
7857,William Harrison,Stockroom,Loss Prevention Officer,16150,5838.0,21/02/2020,Active,New Alexander,61257.83
15559,Marie Gutierrez,Loss Prevention,Customer Service Rep,29626,2117.0,2019-09-21,Active,New Shane,28445.58
27141,Charles Anderson,Loss Prevention,Cashier,18606,1140.0,2024-12-05,Active,North Vanessastad,53492.63
25623,David Pollard,Stockroom,Assistant Manager,999999,779.0,2026-06-06,Active,North Barbarachester,58780.99
22519,Gerald Jacobson,Front End,Cashier,25882,20635.0,2017-10-19,Active,Jonesview,59376.65
17646,Megan Sweeney,Sales,Cashier,17102,788.0,16/04/2019,Active,West Anthonyport,53692.14
21671,Jerry Hull,Front End,Department Lead,22709,729.0,2019-02-23,Active,East Deborah,85628.91
9024,Jill Brown,Sales,Customer Service Rep,4008,3956.0,2025-01-03,Terminated,Port Michael,
3940,Michael Patterson,Stockroom,Cashier,15848,700.0,2022-05-23,Active,Zacharyberg,79143.05
29602,Aimee Clark,Loss Prevention,Loss Prevention Officer,15355,3947.0,2024-11-28,Active,Lindatown,77502.56
23318,Kevin Moyer,Stockroom,Sales Executive,18765,17339.0,,Active,Zacharyview,20757.78
3715,Roberto Stewart,Loss Prevention,Loss Prevention Officer,1079,2745.0,02/12/2021,Active,Anthonyborough,47931.62
6632,Bianca Smith,Management,Loss Prevention Officer,10415,5314.0,2022-05-16,Active,West Ashleyburgh,37852.13
21161,Patrick Crawford,Front End,Sales Executive,27551,12323.0,2026-03-15,Active,West Gregory,
9527,Rachel Lewis,Stockroom,Merchandiser,13378,5496.0,2017-04-05,Active,Cookshire,93112.15
8676,Kaitlyn Stokes,Customer Service,Cashier,26230,1375.0,2021-02-01,ACTIVE,Johnton,93368.69
29713,Alexis Bradley,Front End,Store Manager,182,27813.0,2020-01-07,Active,East Alex,81521.69
23657,Darrell Garner,Stockroom,Cashier,15847,4863.0,2023-08-15,Terminated,North Gary,29531.86
21819,Evan Petersen,Management,Merchandiser,15769,9251.0,25/02/2021,Active,Dianaberg,32107.73
29149,David Henderson,Sales,Sales Executive,9175,7455.0,2016-03-05,Active.,Parkton,18369.91
21688,Rebecca Cross,Management,Cashier,25539,17900.0,2020-03-14,Active,Lauramouth,57556.57
24252,Jessica Woods,Management,Assistant Manager,22106,11348.0,2022-10-15,Active,Lake Terrifurt,83899.59
23384,Paul Miller,Management,Assistant Manager,4985,20657.0,2018-07-19,On Leave,North Michelleton,72914.19
12261,Stephen Weiss,Front End,Customer Service Rep,5046,8612.0,2018-02-17,Active,East Eric,18152.91
26571,Danielle Martinez,Sales,Cashier,16542,3450.0,2017-09-19,Terminated,North Cynthiafort,84859.33
2266,Brett Taylor,Management,Department Lead,24329,1182.0,2024-06-22,Active,Matthewborough,83433.21
10359,Robert Mccoy,Sales,Loss Prevention Officer,16272,3899.0,2025-08-23,active,Robertton,
6964,Thomas Barrera,Stockroom,Merchandiser,24453,4090.0,08/03/2024,Active,South Daniel,21597.18
15139,Kristin Garcia,Customer Service,Cashier,12467,2299.0,2023-08-30,Active,West Cindy,73397.45
20992,Luis Hernandez,Front End,Assistant Manager,7616,10758.0,2023-02-12,Active,Moorehaven,82681.41
25279,Douglas Hogan,Customer Service,Assistant Manager,16482,6655.0,2019-08-24,Active,North Michael,56021.71
11301,Monica Cannon,Loss Prevention,Department Lead,23455,4419.0,2024-02-23,On Leave,Hallchester,40710.26
2171,Katherine Cook,Sales,Assistant Manager,26811,2010.0,29/07/2024,Active.,Odomview,71008.93
24408,Mark Brown,Management,Loss Prevention Officer,15767,17405.0,2020-08-27,Active,Sheltonbury,93580.15
21732,Sharon Hansen,Sales,Cashier,11085,8324.0,2021-11-29,Active,West Sharonchester,91652.76
485,Christine Armstrong,Management,Sales Executive,27526,,2016-06-25,Active,Kiaraborough,67779.02
3365,Karen Daniel,Front End,Department Lead,23934,2329.0,2016-07-04,Active,Rodneymouth,49126.28
1895,Roger Travis,Loss Prevention,Stock Clerk,22021,415.0,2021-03-26,Active,South Daniel,89776.25
20718,Kristi Wagner,Management,Cashier,23443,6209.0,03/04/2025,Active,Port Brianborough,85673.23
11286,Curtis Poole,Sales,Sales Executive,4142,10479.0,2019-09-09,Active,Johnview,36201.59
711,Allison Wright,Customer Service,Store Manager,16602,,2018-05-18,Terminated,West Angelaberg,45348.81
2248,Steven Green,Front End,Customer Service Rep,14653,2230.0,2021-06-24,Active,South Alexstad,56118.27
16894,Eric Moore,Stockroom,Customer Service Rep,8426,14309.0,2025-05-08,Active,Wilsonport,52664.0
28169,Lori Russell,Sales,Loss Prevention Officer,7444,20367.0,2016-05-07,Active,Millerfurt,72388.09
15921,Mark Wallace,Sales,Assistant Manager,54,1474.0,2021-07-03,Active,Lake Kirstenhaven,84096.03
18512,Katherine Newman,Front End,Department Lead,8313,9427.0,2025-08-06,Active,Deborahburgh,61069.68
26955,Brian Branch,Management,Customer Service Rep,8287,19802.0,2022-02-01,Active,Lake Samuel,21653.21
9119,Bradley Mays,Management,Cashier,24795,3751.0,2025-07-18,Active,Anthonyview,61905.54
22656,James Mendoza,Sales,Cashier,16934,20031.0,2016-04-03,ACTIVE,West Tammy,45479.59
11296,Jennifer Rangel,Sales,Stock Clerk,27266,8658.0,2016-10-10,Active,Petersonside,32520.52
15934,Melanie Dixon,Customer Service,Sales Executive,3837,2034.0,2015-08-17,Active,South Lindseyport,61750.26
17936,Jessica Bauer,Management,Assistant Manager,28027,17335.0,26/03/2025,Active,North Michaelmouth,49321.29
30114,Jason Guzman,Stockroom,Sales Executive,20184,22870.0,2025-03-20,Active,South Marieville,48491.45
10407,Sandra Berry,Front End,Customer Service Rep,17058,8382.0,2021-08-13,Active,Timothyville,34380.49
8690,  Albert Foley  ,Management,Sales Executive,27814,6190.0,03/08/2022,Active,Waltersfurt,22050.17
8087,  Jennifer Arroyo  ,Loss Prevention,Customer Service Rep,20610,2531.0,2021-10-08,Active,New Cameron,84927.23
17606,David Castillo,Management,Department Lead,5891,7629.0,2021-09-25,Active,Jeanbury,66259.38
20427,David Aguilar,Customer Service,Merchandiser,930,18962.0,13/02/2016,Active,East Amber,47210.82
17959,Adam Palmer,Customer Service,Assistant Manager,15235,8749.0,2023-02-15,Active,South Angelaport,58146.06
17860,Michael Snow,Customer Service,Cashier,19868,14109.0,21/12/2020,Active,Ryanport,52622.14
25545,Billy Jacobson,Customer Service,Sales Executive,15079,1078.0,2022-08-09,Active.,South Sylvia,40142.57
1774,Ronald Johnson,Front End,Sales Executive,9603,355.0,2021-06-19,Active,West Albert,87398.93
28422,Michelle Marks,Front End,Department Lead,22641,14542.0,01/10/2018,Terminated,Garciatown,39910.63
4725,Amy Griffith,Customer Service,Customer Service Rep,11907,1145.0,2024-07-07,Active,Holtville,72017.3
28588,Carol Barrett,Front End,Loss Prevention Officer,15478,25349.0,2023-11-04,Active.,Port Malik,69291.73
16649,Dylan Jones,Front End,Customer Service Rep,15575,5231.0,2016-03-03,Active,Port David,55073.13
16873,Richard Wilson,Management,Customer Service Rep,2374,5449.0,2015-05-29,Active,Aguirreshire,92770.15
11622,Terry Burgess,Sales,Store Manager,14076,1077.0,2015-03-07,Active,Port Linda,62854.72
3333,David Bray,Stockroom,Cashier,22409,2814.0,2016-07-04,Terminated,North Brentborough,78007.55
12214,Kevin Martinez,Stockroom,Loss Prevention Officer,17580,1118.0,07/05/2023,Active.,Alexandermouth,53141.7
3165,Lindsay Stanton,Sales,Sales Executive,23096,2147.0,2016-07-30,ACTIVE,Lynchhaven,41863.75
4884,Jill Bradley,Customer Service,Loss Prevention Officer,20785,631.0,2019-02-22,Active,Normanbury,82936.26
10144,Tony Gardner,Management,Store Manager,7748,2743.0,2022-09-24,Active,Adamfort,52823.33
7999,Melissa Hall,Front End,Store Manager,12202,1563.0,2025-08-21,Active,Scottberg,46140.22
7268,Angela Jackson,Management,Merchandiser,1909,3561.0,2016-04-01,Active.,North Rachelberg,65024.61
12166,Linda Higgins,Sales,Stock Clerk,823,11597.0,2018-01-04,active,Lake William,46868.76
1471,Samantha Wright,Front End,Store Manager,21739,885.0,2024-05-16,Active,Lake Patricia,77187.93
4047,Jane Warren,Customer Service,Stock Clerk,26791,1721.0,2022-12-02,Active,Amytown,76695.73
1507,Brandon Johnston,Stockroom,Loss Prevention Officer,29793,617.0,31/07/2019,Active,North Katherineville,43545.79
25693,Rita Smith,Stockroom,Sales Executive,17900,20909.0,2021-11-15,On Leave,Villegasbury,52061.43
13545,Tyler Miller,Front End,Loss Prevention Officer,10376,1032.0,19/09/2019,Active,New Kristinmouth,92800.27
23680,Jessica Webster,Management,Customer Service Rep,1051,13890.0,2023-09-21,Active,Karenfurt,81893.45
18975,Steven Edwards,Sales,Assistant Manager,11550,6611.0,16/01/2018,Active,New Jennifer,89193.75
2173,Melissa Page,Management,Stock Clerk,23890,1918.0,2020-12-19,Active,Port Kimberly,75967.73
12310,Shaun Mendoza,Management,Department Lead,5034,6797.0,2019-08-30,Active,Smithborough,26780.9
23550,Kyle Ball,Management,Sales Executive,4571,10720.0,2018-05-08,Active,Aaronside,32272.06
28921,Jessica Reed,Management,Stock Clerk,12177,7620.0,19/02/2026,Active,Johnsonhaven,76607.6
17487,Randall Brown,Loss Prevention,Loss Prevention Officer,7423,9697.0,2024-10-19,Active,New Nataliemouth,68691.56
2432,Rebecca Rivas,Sales,Loss Prevention Officer,24046,1002.0,2021-03-23,Active,Smithview,59305.72
2167,Wyatt Smith,Customer Service,Sales Executive,9482,1609.0,2015-02-14,Active,Lake Gina,1033203.0
19441,Margaret Harris,Management,Department Lead,19321,6891.0,2021-06-18,Active,Alexanderchester,93343.73
22162,Jennifer Martin,Management,Merchandiser,96,14554.0,2023-11-21,Active,Whitestad,18147.05
26397,David Murphy,Stockroom,Cashier,999999,2122.0,06/02/2025,Active,Lake Morganview,66902.65
15471,Joshua Clark,Loss Prevention,Merchandiser,5215,8259.0,2018-03-08,Active,Gatesland,69496.19
1252,Dominique Conway,Stockroom,Merchandiser,25230,969.0,2022-03-25,Active,West Jessica,45685.64
19741,Paul Garcia,Customer Service,Assistant Manager,16326,8228.0,14/11/2021,Active,North Anne,72617.65
8692,Sarah Dixon,Sales,Store Manager,4659,3829.0,2017-08-20,Active,Woodhaven,91871.99
20669,Marie Fox,Loss Prevention,Merchandiser,999999,17141.0,,Active,West Teresa,65218.62
26264,Mary Cook,Customer Service,Loss Prevention Officer,18014,22553.0,28/03/2023,Active,Port Anthony,31693.46
19673,Brittany Elliott,Stockroom,Customer Service Rep,22237,566.0,29/08/2025,Active,Morristown,54367.12
6946,  Kimberly Cortez  ,Customer Service,Department Lead,22407,6541.0,2017-04-28,Active,Lake Kathymouth,62566.14
7811,Steven Barnes,Stockroom,Customer Service Rep,29623,4159.0,2024-02-09,Active,Lake Pamshire,49172.63
1963,Charles Parsons,Sales,Merchandiser,780,1090.0,2022-09-27,Active,New Ginaview,34349.93
7895,Teresa Gilbert,Front End,Department Lead,11311,1671.0,2023-01-05,Terminated,Port Andrea,66700.36
7799,Jesse Dunlap,,Cashier,14363,3164.0,2023-12-05,On Leave,Christianchester,20038.36
7611,Derek Craig III,Customer Service,Loss Prevention Officer,13186,2845.0,2023-09-09,Active,Willieville,37314.93
28758,  Erika Yates  ,Management,Loss Prevention Officer,8473,17848.0,2021-02-01,Active,Port Luke,19282.12
25182,Kristen Gonzalez,,Sales Executive,22907,6586.0,2017-10-23,Active,Juliamouth,73636.06
9492,Eric Greene,Stockroom,Customer Service Rep,5416,7587.0,22/01/2022,Active,West Robertfort,86232.08
23760,Kenneth Sanchez,Front End,Store Manager,21885,9093.0,2015-05-19,Active.,West Nicole,67142.75
4011,James Aguilar,Stockroom,Store Manager,13540,386.0,20/04/2021,Active,Lake Brendafurt,62289.41
3367,Danny Noble,Loss Prevention,Assistant Manager,1940,1108.0,2017-10-08,Active,Hillborough,63890.61
7377,Teresa Clay,Loss Prevention,Sales Executive,17515,1403.0,2023-12-03,Active,Port Daniel,35614.72
22406,Russell Browning,Loss Prevention,Loss Prevention Officer,17980,7384.0,07/04/2019,Active,Goodmanton,80598.79
14946,Mr. Dean Fox,Loss Prevention,Merchandiser,1128,4044.0,2023-10-12,Active,East Angelica,69300.89
14618,Jamie Rosales,Stockroom,Assistant Manager,19452,6902.0,2020-09-14,Active,Johnsonbury,30705.19
24317,Phillip Daniels,Sales,Sales Executive,29586,7128.0,2023-02-12,Terminated,North Drewmouth,76808.31
7870,Victoria Clarke,Loss Prevention,Assistant Manager,17492,5819.0,2022-05-04,Active,West Johnberg,72483.05
13041,Julie George,Customer Service,Cashier,11330,301.0,28/10/2019,Active,Rodneymouth,18151.35
8679,Tom Benitez,Sales,Store Manager,26626,778.0,05/02/2020,Active,Lake Linda,59390.16
10803,Adam Vang,Sales,Store Manager,14378,4242.0,2021-03-14,Active,East Sarahstad,90501.02
5400,Michael Lee,Stockroom,Sales Executive,17957,3845.0,15/08/2019,Active,Amyport,92723.53
16123,Judy Keller,Loss Prevention,Department Lead,15769,10651.0,2020-10-21,Active,Yuton,74252.0
19731,Katherine Smith,Loss Prevention,Department Lead,26514,9092.0,2022-09-07,Active,West Richard,56090.93
17175,Jimmy Nixon,Sales,Loss Prevention Officer,5157,2286.0,2015-03-29,Active,North Michelleville,43445.92
5107,Kyle Mcfarland,Sales,Sales Executive,24498,5051.0,2023-01-05,Active,Wilsonchester,19091.83
27647,Juan Washington,Sales,Merchandiser,29396,6985.0,01/02/2015,Active,Allenside,75514.31
12914,Rebekah Mclaughlin,Front End,Cashier,20625,12445.0,2023-08-05,Active,South James,23590.73
11310,Russell Bush,Stockroom,Sales Executive,6635,5427.0,07/11/2015,active,Brendastad,33814.46
19944,Michael Woods,Customer Service,Department Lead,4142,17848.0,2017-01-02,Active,Jesuschester,69245.54
1185,Matthew Macdonald,Management,Cashier,16413,781.0,2018-10-22,Terminated,Autumnfurt,23986.18
23389,Emily Austin,Management,Loss Prevention Officer,19314,14688.0,2026-01-01,Active,Port Rachelberg,54043.83
21372,Brian Huang,Sales,Assistant Manager,7408,8367.0,2020-06-01,ACTIVE,Wrightport,40667.8
16033,  Richard Gonzalez  ,Front End,Sales Executive,1941,11728.0,04/07/2018,Active,Chadfort,94106.66
10765,Matthew Morrow,Customer Service,Sales Executive,2871,6265.0,08/03/2020,Active,Nicholsborough,64154.15
539,Shannon Walls,Customer Service,Department Lead,24424,,2019-02-26,Active.,Port Colleenstad,75137.35
11841,Dr. Michele Martin,Sales,Store Manager,14326,5817.0,2022-09-09,Active,Michaelfurt,69044.06
9020,Emily White,Sales,Loss Prevention Officer,9907,884.0,2022-08-29,Active,South Russell,43706.49
7997,Claire Reyes,Management,Department Lead,10309,5832.0,2025-01-05,Active,South Kimberlyborough,59216.19
26286,Charles Carson,Loss Prevention,Merchandiser,25241,1364.0,2024-04-18,Active,Lake Garyburgh,28699.39
10905,Patrick Adkins,Front End,Cashier,17974,5274.0,2024-11-22,Active,Lake Sarah,29530.91
24591,Angela Holloway,Loss Prevention,Cashier,19200,6153.0,2024-05-10,On Leave,Christopherside,60449.04
5404,  Teresa Chen  ,Loss Prevention,Loss Prevention Officer,5719,2057.0,2019-04-18,Active,East Rebecca,33696.21
3554,  David Rodriguez  ,Sales,Assistant Manager,26626,3260.0,2021-03-24,Active,New Dylanfurt,28939.67
3912,Victoria Yu,Sales,Cashier,1372,2139.0,2018-08-20,Active,Cherylborough,29279.06
28978,Donna Scott,Front End,Store Manager,1151,13408.0,2019-07-03,Active,Hillhaven,51042.11
3137,Alicia Wilson,Front End,Department Lead,23361,2382.0,2026-03-17,Active,Knightstad,59517.92
24971,Nancy Barker,Loss Prevention,Stock Clerk,29782,2416.0,2018-06-07,Active,Port Brandy,72808.77
2923,Ann Shaw,Stockroom,Loss Prevention Officer,4966,1789.0,2017-03-26,Active,South Steve,90077.78
11632,David Jordan,Sales,Merchandiser,11556,10196.0,31/03/2017,active,South Michaelborough,64399.08
26254,Dale Chandler,Loss Prevention,Merchandiser,26020,15782.0,2024-10-25,Active.,Wigginsstad,49744.74
22789,Diane Morris,Management,Loss Prevention Officer,25342,16009.0,2023-03-15,ACTIVE,Figueroaside,18885.74
18111,Kelly Murphy,Loss Prevention,Customer Service Rep,6112,5252.0,2022-09-05,Active,Stevenmouth,
479,Katie Harrison,Loss Prevention,Department Lead,27266,,11/09/2017,Active,Elliottchester,54762.37
21512,Henry Johnson,Sales,Stock Clerk,999999,18451.0,2015-04-02,Active,South Chase,57095.45
18772,Randy Gonzalez,Front End,Customer Service Rep,11913,16471.0,2024-10-16,Active,Nelsonshire,58593.37
6274,Bruce Walton,Stockroom,Stock Clerk,11403,2228.0,2020-12-07,Active,Port Gregory,69606.17
11879,  Michelle Walker  ,Loss Prevention,Department Lead,15932,9050.0,2019-04-13,Active,New Davidborough,42193.85
14877,Bryan Brown,Sales,Stock Clerk,13488,12930.0,22/07/2020,Active,Joyport,46508.78
3197,Michael Matthews,Stockroom,Stock Clerk,23203,2490.0,2025-09-04,ACTIVE,Raymouth,25813.79
10779,Kristen Landry,Loss Prevention,Customer Service Rep,4457,2240.0,2020-06-11,Active,South Coryview,30423.63
17107,Mr. Alan Waters,Sales,Department Lead,22563,14911.0,2023-03-23,active,Shermanton,29523.11
8563,Vanessa Mckenzie,Stockroom,Cashier,18637,4865.0,23/01/2018,Active,Davisborough,55054.78
8142,Sarah Vargas,Front End,Assistant Manager,27778,3465.0,2022-03-27,ACTIVE,West Bryan,
11173,James Bryant,Sales,Department Lead,22873,5268.0,2022-03-22,Active,East Theodore,79219.93
10339,Emily Smith,Front End,Assistant Manager,25991,3571.0,25/05/2024,Terminated,New Lindsey,70833.44
25895,Jennifer Powell,Loss Prevention,Customer Service Rep,28899,8986.0,2023-03-27,Active,Port Cassandra,19582.06
7682,Sharon Shepherd,Management,Department Lead,29972,6513.0,2016-02-18,ACTIVE,East Robertoside,59854.37
24485,Mr. Jordan Cook MD,Sales,Cashier,2600,12393.0,24/09/2021,Active,Port Kristinchester,60359.38
5420,Alicia Reid,Sales,Merchandiser,17387,1106.0,01/02/2023,Terminated,Davisville,53486.21
1601,Gary Finley,Front End,Stock Clerk,27895,442.0,2026-02-28,Active,Haleyville,92723.13
20031,Joseph Huffman,Loss Prevention,Department Lead,27275,2417.0,2018-12-09,Active,Pamelaton,42101.89
3108,Randall Day,Front End,Customer Service Rep,25053,1531.0,27/09/2017,On Leave,Anthonyborough,87566.92
14478,Rachel Fisher,Loss Prevention,Store Manager,9629,5707.0,2019-06-19,Terminated,Atkinsonland,62076.45
16043,Rachel Medina,Front End,Sales Executive,17124,6170.0,2017-04-04,active,Port Jerryfurt,50863.38
23100,Ryan Andersen,Management,Assistant Manager,3361,1669.0,2017-06-11,active,Henryview,
21923,Paul Chung,Loss Prevention,Customer Service Rep,24223,2136.0,2019-02-01,Active,Williamsfort,47750.81
15197,Jake Petty,Front End,Store Manager,16341,7582.0,2021-07-23,Active.,Domingueztown,64064.3
9780,Cheryl Lewis,Loss Prevention,Department Lead,9589,7650.0,2026-05-30,Active.,West Calvinfort,84509.38
26011,Stephanie Dunn,Sales,Assistant Manager,9205,5633.0,2015-07-10,active,Suttonside,21730.69
25163,Tracy Rivera,Stockroom,Cashier,18539,11457.0,2025-08-10,ACTIVE,Port Joseview,71741.93
862,Bryan Chapman,Loss Prevention,Store Manager,999999,265.0,2016-05-08,Active,Lake Lisa,91969.65
28372,Karl Santos,,Loss Prevention Officer,21055,5114.0,2020-10-09,Active,Port Tyler,22857.67
28876,Katherine Martinez,Customer Service,Merchandiser,7780,13975.0,2025-11-04,On Leave,East Davidhaven,49688.86
27351,John Holland,Management,Store Manager,23683,25738.0,2018-03-27,Active,New Curtis,27197.86
10309,Philip Hamilton,Front End,Stock Clerk,27132,6488.0,2022-05-05,Active,Faithville,36602.07
9984,Joshua Miles,Sales,Assistant Manager,28076,3964.0,2016-11-09,Active,Port Jessicatown,30405.47
1639,Michael Strong,Management,Sales Executive,16189,889.0,2015-01-09,Active,New Alexander,34868.92
4411,Mary Johnson,Customer Service,Store Manager,6008,4247.0,2024-02-15,Active,Kaneville,74577.66
1198,Brian Holmes,Sales,Sales Executive,9662,766.0,2016-06-24,Terminated,East Karen,
9321,Chase Tran,Management,Store Manager,26215,6296.0,14/04/2021,Active,New Williamhaven,39708.25
29422,Amy Mendez,Stockroom,Department Lead,16083,29147.0,2022-07-05,Terminated,Sandramouth,58150.0
1148,Vincent Wagner,Front End,Assistant Manager,21524,963.0,2015-09-17,Active,Brianfort,78278.14
26422,David Williamson,Loss Prevention,Store Manager,23764,6544.0,01/11/2022,Terminated,North Melanie,53129.36
23836,Matthew Ray,Stockroom,Merchandiser,27054,21923.0,09/12/2017,Active,Port Lynnville,86411.25
14498,Stephanie Douglas,Front End,Stock Clerk,8623,13939.0,14/04/2020,Active,Schmittfurt,67980.97
11619,Melinda Castro,Customer Service,Sales Executive,126,5925.0,2017-01-07,Terminated,Ambertown,33694.77
18400,Sarah Norris,Sales,Department Lead,22137,13530.0,2016-05-26,Active,Dominguezbury,23981.99
7783,Dennis Marsh,Loss Prevention,Customer Service Rep,18973,7286.0,2020-07-21,Active,Lake Brenda,93234.12
13401,Gina Hawkins,Stockroom,Customer Service Rep,23071,3751.0,18/09/2021,Active,Michaelbury,81013.96
29608,Charles Barry,Sales,Department Lead,11690,24690.0,2019-10-15,Active,East Timothy,83004.5
20098,Veronica Larsen,Management,Sales Executive,10345,19151.0,2016-09-19,Active,East Matthewville,59090.4
3646,William Chapman,Management,Cashier,516,576.0,2019-01-26,Active,Lake Michaelbury,
24500,Christopher Cross,Loss Prevention,Store Manager,5120,19551.0,2025-07-25,Active.,Port Tamara,50294.46
21417,Katherine Thomas,Front End,Assistant Manager,13422,9027.0,2025-08-12,Active,East Adam,60590.18
22010,Monica Archer,Sales,Cashier,15003,11023.0,2017-10-05,Active,North Lauren,23532.79
5975,Cindy Lin,Customer Service,Sales Executive,19239,5736.0,2022-08-27,ACTIVE,Amandachester,37476.16
18123,  Mark Stephens  ,Front End,Cashier,888,7764.0,2015-11-28,Active,Norrisfort,88652.07
7692,Jeremy Patton,Customer Service,Cashier,12541,4619.0,2016-10-12,Active,Michaelfort,86397.09
4127,Mrs. Kelsey Hogan DVM,Loss Prevention,Cashier,27064,3080.0,2019-12-25,Active,South Katrinaside,29116.92
1110,Danielle Perez,Sales,Store Manager,29956,440.0,2019-11-26,Active,South Kristin,78877.03
25695,Michael Frey,Front End,Sales Executive,22973,24802.0,2025-04-19,active,Kimland,66433.78
23249,Kevin Smith,Customer Service,Customer Service Rep,8843,8789.0,2021-10-18,Active,Port Alexis,
24357,Ellen Cervantes,Loss Prevention,Stock Clerk,16388,9546.0,,Active,South William,28544.29
13778,Theresa Thompson,Management,Cashier,24010,10919.0,2022-08-25,Active,Lesliemouth,38871.39
19129,Jesus Williams,Customer Service,Loss Prevention Officer,999999,7714.0,2022-02-21,On Leave,Lake Michelle,33264.82
14521,Kyle Rodriguez,Front End,Merchandiser,4035,1723.0,2021-12-21,Active,New Susan,59291.86
24301,Reginald Horton,Customer Service,Cashier,25964,21482.0,2024-05-15,Active,North Jeffrey,28855.69
3398,Ann Robinson,Front End,Assistant Manager,12020,2744.0,2017-12-25,Active,Blakehaven,92759.53
25361,Rebecca Brown,Customer Service,Store Manager,24459,24209.0,2025-12-09,Active,Markhaven,75636.18
15610,Adam Nelson,Customer Service,Sales Executive,28200,13052.0,30/09/2022,Active,Kennethchester,91497.46
23090,Mr. Edgar Sanders,Management,Stock Clerk,6133,11466.0,2015-11-14,Active,Michaelview,77467.99
15300,James Johnson,Sales,Loss Prevention Officer,17657,11772.0,2024-10-25,Active,Burnetthaven,55068.39
9458,Lisa Burke,Front End,Merchandiser,8328,3919.0,2015-02-14,Active,Solistown,43805.21
28116,Michael Meyer,Management,Store Manager,17942,27196.0,2018-08-06,Active,Port Sherylside,44944.54
21217,Valerie Clark,Stockroom,Stock Clerk,21818,7594.0,2017-02-17,Active,Lake Kimberlybury,85271.37
24179,Alexander Baker,Front End,Sales Executive,29188,13511.0,2019-04-19,Active,Baxterbury,52798.4
12421,Kyle Maxwell,Front End,Store Manager,13199,1510.0,2025-07-23,Terminated,Lake Andrew,53971.14
28045,Ricardo Martinez,Loss Prevention,Cashier,25457,25139.0,07/02/2024,Active,South Amberburgh,18714.7
25312,Angel Small,Loss Prevention,Loss Prevention Officer,22771,17275.0,2020-08-28,Active,Lake Thomasborough,69211.52
5599,Adam Sanchez,Loss Prevention,Loss Prevention Officer,27717,1381.0,2021-07-22,Active,Lake Curtisberg,29939.57
